outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,294.0,0.36054421768707484,0.8743476515455642,0.7667214086970633,0.43191708402031787,0.46684643730523445,0.13342941962586505,0.14869422091008394,0.8333333333333334,0.8038438378161381,0.751269035532995,0.8131868131868132,0.6981132075471698,0.8113207547169812,-0.024411642525392435,1.2573177283765808,0.1106041789625676
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8025642312324367,0.6751170915706639,0.5218377308669181,0.564479878402551,0.1719852822558295,0.19053226130071932,0.7517006802721088,0.7153251706142112,0.6294416243654822,0.6813186813186813,0.5849056603773585,0.6415094339622641,-0.003541709565327074,1.4034308616049425,0.14120054967590626
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,294.0,0.36054421768707484,0.8764050582095544,0.774479216832961,0.41739514484913653,0.44975943323478895,0.12881386848606735,0.14240094014908317,0.8299319727891157,0.8073564833400241,0.7549019607843137,0.7857142857142857,0.7264150943396226,0.8113207547169812,-0.1289264810167731,1.098737534350339,0.0949958945327852
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,294.0,0.36054421768707484,0.85457647531112,0.7470290331390907,0.46113332605993074,0.4876065055352473,0.14537111653089452,0.15709510908278618,0.8027210884353742,0.7757928542753914,0.7128712871287128,0.75,0.6792452830188679,0.8113207547169812,-0.19835815023463474,1.1890996668711598,0.1273464082945251
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,294.0,0.36054421768707484,0.8530459654757127,0.7299834284843575,0.4633010517293438,0.49222505170293485,0.1462806846097914,0.15934499986186224,0.8129251700680272,0.7878863910076275,0.729064039408867,0.7628865979381443,0.6981132075471698,0.7924528301886793,-0.16953586358020348,1.1796694452083725,0.13605101365240646
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,2,294.0,0.36054421768707484,0.8715877157767965,0.7818417242615583,0.4410686950725797,0.46673851478851325,0.13780230010021693,0.14918558804412912,0.8163265306122449,0.7946607788036932,0.7378640776699029,0.76,0.7169811320754716,0.7830188679245284,-0.18163531261256785,1.2868844087080378,0.10848403922911207
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,3,294.0,0.36054421768707484,0.8654154957848255,0.7703815829251736,0.45223627673426076,0.4861234753519881,0.14251398603226823,0.15768484603672547,0.8163265306122449,0.7823163388197512,0.7216494845360825,0.7954545454545454,0.660377358490566,0.7830188679245284,-0.06674431151369548,1.2742336030168846,0.11081846727432684
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,4,294.0,0.36054421768707484,0.8555299076676033,0.7637275775011073,0.4611200933902202,0.48813429495979077,0.14600796760866544,0.1580457014489034,0.8027210884353742,0.779907667603372,0.7184466019417476,0.74,0.6981132075471698,0.7735849056603774,-0.1967417037679296,1.2069437674987606,0.11583349460483953
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8424829385788839,0.7379309169468268,0.4746015957961706,0.5103963291297517,0.15241985132397132,0.16745016657175296,0.7925170068027211,0.7678141308711361,0.7024390243902439,0.7272727272727273,0.6792452830188679,0.7452830188679245,-0.12762260009826493,1.1427386980124943,0.11779398006416239
cleveland,hungary,v2_attention_equal_budget,v2,0,"{""backbone"": ""attention"", ""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,294.0,0.36054421768707484,0.863358089120835,0.7366811964871581,0.45330288538105273,0.48674322560428945,0.14288576672598413,0.1572477291151666,0.7993197278911565,0.7710758731433159,0.7064676616915423,0.7473684210526316,0.6698113207547169,0.8018867924528302,-0.0743872801769699,1.2195415277325168,0.11157456130362901
