outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,294.0,0.36054421768707484,0.8772581292653552,0.7711583895398069,0.433373418751844,0.4456447919802169,0.13512365456739084,0.14059151394388225,0.8061224489795918,0.7928542753914091,0.7348837209302326,0.7247706422018348,0.7452830188679245,0.7924528301886793,-0.3696252033790265,1.2317628584208844,0.11221645235430183
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8190485748695303,0.6987936419144998,0.49353377523994046,0.5265482863033636,0.1605653816942587,0.17351061753352792,0.7619047619047619,0.7541649939783219,0.6875,0.652542372881356,0.7264150943396226,0.7169811320754716,-0.1623891963503488,1.1571887712569633,0.1310794766325989
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,294.0,0.36054421768707484,0.8777097551184264,0.7791499100362038,0.414478140246706,0.44533149523162263,0.1298053133551469,0.14129940106542274,0.8163265306122449,0.7946607788036932,0.7378640776699029,0.76,0.7169811320754716,0.7924528301886793,-0.15159811973881537,1.0772220340599583,0.08818670626418385
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,294.0,0.36054421768707484,0.8610999598554797,0.7496783111981984,0.45176156176717036,0.4660264746918097,0.1422683383510336,0.14817267091239222,0.8163265306122449,0.8090626254516259,0.7545454545454545,0.7280701754385965,0.7830188679245284,0.8018867924528302,-0.34885850238931604,1.191849268815925,0.114250398123549
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,294.0,0.36054421768707484,0.8504365716579686,0.727547723260745,0.4648084788142297,0.48179221155536023,0.14832557525432646,0.15552313164741538,0.7857142857142857,0.7707246085909274,0.7069767441860465,0.6972477064220184,0.7169811320754716,0.7452830188679245,-0.34442073060315614,1.1187218639645966,0.12397419898295912
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8499598554797271,0.7609340903529715,0.46569856909342205,0.49061314305521064,0.14934558059374603,0.15917793365381822,0.7925170068027211,0.7781011641910879,0.7162790697674418,0.7064220183486238,0.7264150943396226,0.7358490566037735,-0.2744279029978314,1.1152108224601627,0.11502982924991953
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,294.0,0.36054421768707484,0.8636591730228824,0.7356880950902236,0.4487162794577473,0.4688525449697766,0.14140093627694006,0.14958851502817405,0.8061224489795918,0.7907968687274187,0.7323943661971831,0.7289719626168224,0.7358490566037735,0.7924528301886793,-0.27470956981951083,1.1421394301267833,0.10801115307224013
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,294.0,0.36054421768707484,0.8662183861902851,0.770879389435856,0.44950443165345755,0.46590515402863836,0.14213061243616648,0.1492466411598653,0.7891156462585034,0.7754415897230028,0.7129629629629629,0.7,0.7264150943396226,0.7641509433962265,-0.3294118095643996,1.2154719307039028,0.10262172524371159
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,294.0,0.36054421768707484,0.8691288639100763,0.7552041440751731,0.44670160100180817,0.4605669668850801,0.13967626180842482,0.14558765625384407,0.8299319727891157,0.8197009233239663,0.7685185185185185,0.7545454545454545,0.7830188679245284,0.8018867924528302,-0.34145972370679745,1.2641214776732301,0.11056656329286663
cleveland,hungary,v5_mask_only_dro,v5_mask,0,"{""brier_beta"": 0.1, ""d_model"": 64, ""dro_lambda"": 0.25, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,294.0,0.36054421768707484,0.8325973504616621,0.7423086534446384,0.47093915504487793,0.5008503091901837,0.14861802430443627,0.16081105185263567,0.7993197278911565,0.7813629064632677,0.7203791469194313,0.7238095238095238,0.7169811320754716,0.7830188679245284,-0.2187110905700964,1.1642584459177712,0.1339520567063926
