outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,294.0,0.36054421768707484,0.8846346848655159,0.8137830868039944,0.514151854155018,0.46435617345636726,0.16013346077331345,0.14479518137224884,0.8061224489795918,0.8175431553592934,0.7615062761506276,0.6842105263157895,0.8584905660377359,0.8490566037735849,-1.1919287878318023,0.9930730903940262,0.15558759154661828
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8151846647932557,0.6880846529470879,0.5277842173333881,0.5611733714205798,0.17386172983776604,0.19016794232522635,0.7551020408163265,0.7076977117623444,0.6129032258064516,0.7125,0.5377358490566038,0.6792452830188679,-0.20370270389537723,1.0934831057287866,0.1577651927811364
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,294.0,0.36054421768707484,0.880268968285829,0.7387617759897904,0.7158386582648453,0.5906403237350124,0.232444989055865,0.18867887572979303,0.717687074829932,0.7689682858289844,0.7087719298245614,0.5642458100558659,0.9528301886792453,0.8113207547169812,-2.3795033513984634,1.2159508195408457,0.27860360967028397
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,294.0,0.36054421768707484,0.8509634684865516,0.777615661561321,0.5871174032494587,0.5253231142690612,0.18925792361305732,0.16901198638350903,0.7653061224489796,0.7835708550782818,0.7228915662650602,0.6293706293706294,0.8490566037735849,0.7735849056603774,-1.2314605375471341,0.9095870478747833,0.1963971950212186
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,294.0,0.36054421768707484,0.862831192292252,0.8074150756951558,0.5983747944749493,0.5291784763519582,0.19137885228076038,0.16907906202609682,0.7653061224489796,0.7815134484142915,0.7206477732793523,0.6312056737588653,0.839622641509434,0.7641509433962265,-1.2938613077286107,0.8875217552436034,0.19345209225185753
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8795162585307106,0.8119815683780609,0.5219455861092127,0.47156400484013716,0.16761203454917217,0.1511373260760998,0.7755102040816326,0.7894921718185468,0.7295081967213115,0.644927536231884,0.839622641509434,0.8207547169811321,-1.2510383093607236,1.0395854477578075,0.15601049290696523
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,294.0,0.36054421768707484,0.8688779606583701,0.7587571343123659,0.557402498511433,0.4973160824812962,0.17764174881531453,0.15773702566069606,0.7891156462585034,0.8083600963468487,0.75,0.6549295774647887,0.8773584905660378,0.7547169811320755,-1.229345166769805,0.9517833267370216,0.19978427756466655
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,294.0,0.36054421768707484,0.8783621035728623,0.8152168636365866,0.5245522019698421,0.47567084449346864,0.16613836466941895,0.15054626252841416,0.7891156462585034,0.8001304696908872,0.7416666666666667,0.664179104477612,0.839622641509434,0.8113207547169812,-1.1644653668063905,0.9925996523810322,0.16302410307471576
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,294.0,0.36054421768707484,0.8654656764351666,0.7689272316384766,0.5427498064304344,0.48992077809108947,0.16959342733245547,0.1530667938040664,0.7857142857142857,0.7995283018867925,0.7407407407407407,0.656934306569343,0.8490566037735849,0.8018867924528302,-1.1410374111724355,0.9472870422884182,0.18270902304425388
cleveland,hungary,v0_pooled_erm,v0,0,"{""brier_beta"": 0.0, ""d_model"": 64, ""dro_lambda"": 0.5, ""dro_tau"": 0.2, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,294.0,0.36054421768707484,0.8338016860698514,0.764935759580519,0.5553995527885107,0.5209820553506157,0.18258071389503136,0.17199919774742842,0.7380952380952381,0.7417201926936974,0.6751054852320675,0.6106870229007634,0.7547169811320755,0.7169811320754716,-0.9591464993986878,0.902505847328301,0.17933417615454156
