outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,fit_seed,best_epoch,validation_score,parameter_count,fit_seconds
cleveland,hungary,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,105,0.6399210576149286,71617,26.510381000000052
cleveland,switzerland,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,10,0.651003436749972,71489,12.502276100000017
cleveland,va_long_beach,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.6892336760851663,71617,11.699426799998037
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,115,0.6594644921227839,71617,45.81454629999644
cleveland,switzerland,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,10,0.6508710215044824,71489,19.907352499998524
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.6889400128836825,71617,16.834249599996838
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,95,0.6840942117436704,71617,44.14362180000171
cleveland,switzerland,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,10,0.651991493314877,71489,22.930437700008042
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.6909003132157241,71617,14.996382999990601
cleveland,hungary,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,40,0.6292485564384971,71617,26.599328299998888
cleveland,switzerland,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,5,0.6964938103455557,71489,17.159245700007887
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.8432523375684613,71617,15.57320400000026
cleveland,hungary,mirrams_equation9,mirrams,4,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,45,0.6451915777886945,71617,25.59811739998986
cleveland,switzerland,mirrams_equation9,mirrams,4,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,5,0.6933680350413317,71489,13.221828099995037
cleveland,va_long_beach,mirrams_equation9,mirrams,4,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.815528680124902,71617,15.120352099998854
cleveland,hungary,mirrams_equation9,mirrams,5,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1919440299,50,0.6327426467029811,71617,33.20081019999634
cleveland,switzerland,mirrams_equation9,mirrams,5,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,1022209323,5,0.6935906558606582,71489,11.584898900007829
cleveland,va_long_beach,mirrams_equation9,mirrams,5,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,2486517111,5,0.8043080647789878,71617,16.090416300008656
